
Jul 10, 10:52:56.763    Make sure that your memory limit is increased, using at least 8GB is recommended to process the KaVE datasets...  (-Xmx8G)
Jul 10, 10:52:56.803    Current max. memory: 10.7 GB
looking (recursively) for events in folder /home/kitty/Desktop/uni/mp/java-cc-kave-examples-master/Events-170301-2
found 85 zips
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 112728
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 112829
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 112830
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 112833
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 112836
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 112837
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113000
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113016
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113019
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113025
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113139
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113187
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113188
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113193
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113194
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113195
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113196
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113197
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113198
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113464
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113488
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113489
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113490
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113491
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 113492
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 114600
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 114626
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 114627
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 114629
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 114631
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 114632
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 114638
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 114639
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 114640
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 116916
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 116936
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 117105
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 117252
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 117326
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 117327
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 117328
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 117333
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 117339
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 117340
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 117359
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 117360
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 117361
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 118384
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 118419
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 118430
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 118431
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 118589
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 118590
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 118591
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 118593
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 118597
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 118598
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 118610
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 118611
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 118612
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 119263
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 119315
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 119322
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 119323
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 119604
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 119675
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 119676
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 119677
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 119717
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 119718
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 119719
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 119721
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 119725
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 119726
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 119809
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 119810
120000
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 120347
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 120380
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 120381
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 120441
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 120444
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 120445
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 120470
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 120471
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 120472
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 121004
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 121037
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 121079
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 121080
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 121081
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 121083
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 121087
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 121088
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 121111
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 121112
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 121113
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 121960
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 121989
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 121994
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 122004
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 123321
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 123322
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 123323
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 124048
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 124110
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 124111
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 124112
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 124114
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 124115
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 124116
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 124136
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 124137
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 124138
130000
140000
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 145255
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 145262
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 145282
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 145283
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 145368
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 145993
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 146617
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 148362
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 148413
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 149056
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 149057
150000
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 150545
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 150611
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 150612
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 150613
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 150614
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 150618
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 150619
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 150620
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 150621
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 150634
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 150635
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 150636
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 151380
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 151621
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153064
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153065
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153066
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153071
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153072
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153073
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153077
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153078
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153095
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153096
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153097
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153232
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153471
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153524
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153525
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153526
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153847
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153849
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153967
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 153980
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154082
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154083
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154088
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154089
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154090
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154092
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154093
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154108
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154110
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154111
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154265
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154266
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154271
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154272
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154273
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154275
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154276
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154283
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154284
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154285
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154330
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154331
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154336
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154337
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154338
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154340
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154341
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154345
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154346
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154347
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154396
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154443
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154444
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154449
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154450
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154451
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154457
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154458
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154461
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154462
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 154463
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 155214
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 155215
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 156336
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 156530
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 156531
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 156532
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 158621
160000
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 160827
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 160828
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 160829
cc.kave.commons.model.events.visualstudio.SolutionEvent2016-06-14/10.zip : 160830
170000
180000
190000
200000
210000
220000
230000
240000
